task_id,team,role,user_id,task_name,description,priority,expected_duration,completion_time
2315,Engineering,Backend Engineer,119,Refactor UI component,Refactor UI component for engineering team by backend engineer.,Low,1,3.44
2316,Marketing,SEO Specialist,158,Competitor research,Competitor research for marketing team by seo specialist.,Low,5,6.18
2317,Operations,Logistics Coordinator,163,Process documentation,Process documentation for operations team by logistics coordinator.,Low,7,8.25
2318,Finance,Accountant,85,Variance analysis,Variance analysis for finance team by accountant.,Medium,5,5.3
2319,Customer Support,Technical Support,49,Escalate request,Escalate request for customer support team by technical support.,Low,1,4.05
2320,Engineering,Backend Engineer,197,Fix backend API bug,Fix backend API bug for engineering team by backend engineer.,High,7,8.86
2321,Engineering,Backend Engineer,61,Data pipeline monitoring,Data pipeline monitoring for engineering team by backend engineer.,Low,2,3.73
2322,Marketing,SEO Specialist,93,Schedule social posts,Schedule social posts for marketing team by seo specialist.,Low,8,10.57
2323,Engineering,Data Engineer,121,Refactor UI component,Refactor UI component for engineering team by data engineer.,Low,1,3.43
2324,Operations,Logistics Coordinator,134,Resource planning,Resource planning for operations team by logistics coordinator.,Medium,3,0.5
2325,Engineering,Data Engineer,37,Refactor UI component,Refactor UI component for engineering team by data engineer.,Low,1,5.56
2326,Customer Support,Support Agent,19,Respond to ticket,Respond to ticket for customer support team by support agent.,Low,7,9.86
2327,Engineering,QA Engineer,174,Write unit tests,Write unit tests for engineering team by qa engineer.,Low,8,7.82
2328,Customer Support,Support Agent,161,Resolve technical issue,Resolve technical issue for customer support team by support agent.,High,8,6.45
2329,Operations,Logistics Coordinator,127,Process documentation,Process documentation for operations team by logistics coordinator.,Low,5,10.51
2330,Engineering,Backend Engineer,41,Database schema update,Database schema update for engineering team by backend engineer.,Medium,3,3.22
2331,Engineering,Data Engineer,88,Implement new endpoint,Implement new endpoint for engineering team by data engineer.,Low,5,6.85
2332,Operations,Operations Associate,63,Inventory check,Inventory check for operations team by operations associate.,Low,1,0.5
2333,Engineering,Backend Engineer,120,Integration testing,Integration testing for engineering team by backend engineer.,Low,7,12.2
2334,Engineering,Backend Engineer,63,Integration testing,Integration testing for engineering team by backend engineer.,Low,8,11.11
2335,Engineering,Backend Engineer,121,Integration testing,Integration testing for engineering team by backend engineer.,Low,3,9.27
2336,Operations,Logistics Coordinator,4,Inventory check,Inventory check for operations team by logistics coordinator.,Low,4,7.87
2337,Engineering,Data Engineer,109,Fix backend API bug,Fix backend API bug for engineering team by data engineer.,High,3,2.08
2338,Engineering,Frontend Engineer,176,ETL batch debugging,ETL batch debugging for engineering team by frontend engineer.,High,5,7.71
2339,Engineering,Backend Engineer,143,Write unit tests,Write unit tests for engineering team by backend engineer.,Low,7,4.09
2340,Finance,Financial Analyst,21,Create budget forecast,Create budget forecast for finance team by financial analyst.,Low,6,7.1
2341,Customer Support,Support Agent,171,Live chat assistance,Live chat assistance for customer support team by support agent.,Low,8,12.23
2342,Operations,Operations Associate,188,Process documentation,Process documentation for operations team by operations associate.,Low,4,0.5
2343,Engineering,Backend Engineer,93,Refactor UI component,Refactor UI component for engineering team by backend engineer.,Low,6,8.15
2344,Engineering,Frontend Engineer,24,Implement new endpoint,Implement new endpoint for engineering team by frontend engineer.,Low,4,0.5
2345,Customer Support,Technical Support,188,Live chat assistance,Live chat assistance for customer support team by technical support.,Low,5,4.67
2346,Operations,Operations Associate,94,Inventory check,Inventory check for operations team by operations associate.,Low,7,10.81
2347,Engineering,Data Engineer,176,Integration testing,Integration testing for engineering team by data engineer.,Low,5,4.86
2348,Customer Support,Support Agent,96,Respond to ticket,Respond to ticket for customer support team by support agent.,Low,8,7.3
2349,Operations,Operations Associate,50,Inventory check,Inventory check for operations team by operations associate.,Low,4,8.9
2350,Operations,Operations Associate,69,Resource planning,Resource planning for operations team by operations associate.,Medium,6,7.5
2351,Customer Support,Technical Support,88,Customer follow-up,Customer follow-up for customer support team by technical support.,Low,8,10.71
2352,Operations,Operations Associate,87,Vendor follow-up,Vendor follow-up for operations team by operations associate.,Low,3,4.13
2353,Engineering,Frontend Engineer,2,Database schema update,Database schema update for engineering team by frontend engineer.,Medium,6,4.63
2354,Engineering,Data Engineer,107,Database schema update,Database schema update for engineering team by data engineer.,Medium,1,0.5
2355,Marketing,SEO Specialist,189,Email campaign setup,Email campaign setup for marketing team by seo specialist.,Medium,3,6.05
2356,Marketing,Content Writer,8,Email campaign setup,Email campaign setup for marketing team by content writer.,Medium,5,5.09
2357,Engineering,Frontend Engineer,2,Refactor UI component,Refactor UI component for engineering team by frontend engineer.,Low,5,3.25
2358,Marketing,Content Writer,100,Keyword research,Keyword research for marketing team by content writer.,Low,6,4.24
2359,Engineering,Data Engineer,185,Data pipeline monitoring,Data pipeline monitoring for engineering team by data engineer.,Low,1,0.5
2360,Operations,Logistics Coordinator,171,Resource planning,Resource planning for operations team by logistics coordinator.,Medium,6,4.32
2361,Engineering,Frontend Engineer,130,Fix backend API bug,Fix backend API bug for engineering team by frontend engineer.,High,3,5.84
2362,Marketing,Social Media Manager,197,Write blog post,Write blog post for marketing team by social media manager.,Low,1,3.43
2363,Finance,Financial Analyst,48,Create budget forecast,Create budget forecast for finance team by financial analyst.,Low,7,8.08
2364,Marketing,Content Writer,21,Keyword research,Keyword research for marketing team by content writer.,Low,6,6.2
2365,Finance,Financial Analyst,98,Create budget forecast,Create budget forecast for finance team by financial analyst.,Low,1,1.37
2366,Engineering,QA Engineer,33,Refactor UI component,Refactor UI component for engineering team by qa engineer.,Low,8,9.93
2367,Engineering,Backend Engineer,85,Data pipeline monitoring,Data pipeline monitoring for engineering team by backend engineer.,Low,3,0.6
2368,Engineering,QA Engineer,88,Data pipeline monitoring,Data pipeline monitoring for engineering team by qa engineer.,Low,2,2.22
2369,Customer Support,Support Agent,15,Live chat assistance,Live chat assistance for customer support team by support agent.,Low,2,0.5
2370,Marketing,Content Writer,196,Ad campaign optimization,Ad campaign optimization for marketing team by content writer.,Medium,8,6.89
2371,Marketing,Social Media Manager,99,Competitor research,Competitor research for marketing team by social media manager.,Low,1,0.5
2372,Marketing,Social Media Manager,18,Competitor research,Competitor research for marketing team by social media manager.,Low,3,5.23
2373,Engineering,QA Engineer,5,Data pipeline monitoring,Data pipeline monitoring for engineering team by qa engineer.,Low,2,1.84
2374,Engineering,Data Engineer,14,Integration testing,Integration testing for engineering team by data engineer.,Low,8,0.5
2375,Engineering,QA Engineer,15,ETL batch debugging,ETL batch debugging for engineering team by qa engineer.,High,2,1.69
2376,Operations,Logistics Coordinator,164,Vendor follow-up,Vendor follow-up for operations team by logistics coordinator.,Low,5,4.63
2377,Operations,Operations Associate,152,Shipment scheduling,Shipment scheduling for operations team by operations associate.,Low,8,16.56
2378,Engineering,Frontend Engineer,60,ETL batch debugging,ETL batch debugging for engineering team by frontend engineer.,High,1,0.5
2379,Operations,Logistics Coordinator,57,Inventory check,Inventory check for operations team by logistics coordinator.,Low,2,4.93
2380,Engineering,Backend Engineer,116,ETL batch debugging,ETL batch debugging for engineering team by backend engineer.,High,5,3.22
2381,Engineering,QA Engineer,113,Write frontend feature,Write frontend feature for engineering team by qa engineer.,Low,1,1.01
2382,Engineering,Frontend Engineer,160,Database schema update,Database schema update for engineering team by frontend engineer.,Medium,1,5.37
2383,Operations,Operations Associate,110,Resource planning,Resource planning for operations team by operations associate.,Medium,7,5.47
2384,Operations,Operations Associate,183,Inventory check,Inventory check for operations team by operations associate.,Low,8,5.58
2385,Marketing,Content Writer,96,Ad campaign optimization,Ad campaign optimization for marketing team by content writer.,Medium,7,8.53
2386,Engineering,QA Engineer,96,Write frontend feature,Write frontend feature for engineering team by qa engineer.,Low,2,2.62
2387,Engineering,Backend Engineer,163,Implement new endpoint,Implement new endpoint for engineering team by backend engineer.,Low,3,3.61
2388,Operations,Logistics Coordinator,146,Process documentation,Process documentation for operations team by logistics coordinator.,Low,7,4.62
2389,Customer Support,Technical Support,195,Customer follow-up,Customer follow-up for customer support team by technical support.,Low,5,9.18
2390,Operations,Logistics Coordinator,19,Inventory check,Inventory check for operations team by logistics coordinator.,Low,6,4.26
2391,Marketing,Social Media Manager,143,Ad campaign optimization,Ad campaign optimization for marketing team by social media manager.,Medium,1,2.89
2392,Finance,Accountant,172,Variance analysis,Variance analysis for finance team by accountant.,Medium,1,0.5
2393,Marketing,Social Media Manager,105,Schedule social posts,Schedule social posts for marketing team by social media manager.,Low,3,1.56
2394,Marketing,SEO Specialist,85,Write blog post,Write blog post for marketing team by seo specialist.,Low,8,10.32
2395,Marketing,Content Writer,132,Email campaign setup,Email campaign setup for marketing team by content writer.,Medium,3,1.29
